label,text
dev,I have been using git for three years at my job.
dev,My build pipeline keeps failing and I have no idea why.
dev,I need to optimize this graphql loop.
dev,I feel so happy when my github code runs without errors.
dev,"I pushed my latest changes to GitHub, it's mostly docker."
nondev,Have you read any good books recently?
nondev,Do you prefer coffee or tea?
dev,I pushed something and everything broke in production.
dev,I wrote a bunch of unit tests in django this morning.
nondev,I am bored with watching things related to weather.
dev,Nothing is more satisfying than passing all tests in database.
nondev,I'm saving money for a big vacation.
nondev,We went to the beach last weekend and it was amazing.
dev,I have been using refactor for three years at my job.
dev,"Honestly, I think terminal is underrated compared to other languages."
nondev,We had a great time at the party last night.
nondev,Have you tried any new restaurants lately?
dev,This ci/cd library made my life so much easier.
dev,What framework do you prefer when working with deployment?
dev,What is the best way to learn typescript?
dev,"I pushed my latest changes to GitHub, it's mostly docker."
nondev,We went to the beach last weekend and it was amazing.
dev,I wrote a bunch of unit tests in javascript this morning.
nondev,I try to exercise every morning to stay healthy.
nondev,I like spending time outdoors when the weather is nice.
nondev,The weather today makes me want to stay in bed.
nondev,I have too many tabs open in my mind.
nondev,I have too many tabs open in my mind.
dev,I have been using debugging for three years at my job.
nondev,"My mom asked me to update the system, so I rebooted my life."
dev,I usually develop on Linux when I write swift.
dev,Someone merged into main without a review and now we are in trouble.
nondev,I usually spend my weekends with my family.
dev,The deployment failed halfway through and rolled everything back.
nondev,We went to the beach last weekend and it was amazing.
dev,This react library made my life so much easier.
nondev,Are you doing anything fun this weekend?
dev,"The code worked yesterday, but now nothing makes sense at all."
dev,I accidentally deleted the branch with my latest changes.
dev,What framework do you prefer when working with c++?
nondev,I often think about changing my daily routine.
nondev,Do you like playing games with your friends?
nondev,Have you tried any new restaurants lately?
nondev,I wish I had more time for my hobbies.
nondev,We had a great time at the party last night.
nondev,I often think about changing my daily routine.
nondev,I wish I had more time for my hobbies.
dev,I need to optimize this visual studio loop.
dev,Do you think intellij is a good language for beginners?
nondev,I bought some new clothes yesterday.
nondev,Have you read any good books recently?
dev,At work we use unit tests for most of our microservices.
dev,Someone merged into main without a review and now we are in trouble.
nondev,I usually drink coffee before I start my day.
nondev,I'm debugging my relationship problems lately.
nondev,Nothing makes me happier than a quiet evening at home.
nondev,Do you prefer coffee or tea?
nondev,Nothing makes me happier than a quiet evening at home.
dev,I wrote a bunch of unit tests in mysql this morning.
dev,I need to optimize this redis loop.
nondev,I'm debugging my relationship problems lately.
nondev,Have you tried any new restaurants lately?
dev,Most of our microservices run inside Docker with message queue.
dev,Everyone keeps talking about ci/cd these days at the office.
nondev,We watched a documentary about ancient algorithms in nature.
dev,The new feature was implemented using database.
dev,I accidentally deleted the branch with my latest changes.
nondev,I get so happy when I see my friends after a long time.
nondev,Have you read any good books recently?
dev,At work we use design patterns for most of our microservices.
nondev,I enjoy listening to music while I clean the house.
dev,Which editor do you use for deployment?
dev,I accidentally deleted the branch with my latest changes.
nondev,I'm planning a trip with my friends next month.
dev,Do you write your unit tests in ci/cd as well?
dev,I stared at the screen for hours until the solution finally clicked.
dev,Today I spent hours debugging a weird issue in flask.
dev,I keep getting timeout errors from the service I'm integrating with.
dev,This docker compose library made my life so much easier.
nondev,My friends and I are planning a movie night.
nondev,Are you doing anything fun this weekend?
dev,I wrote a bunch of unit tests in microservices this morning.
nondev,I like spending time outdoors when the weather is nice.
dev,We're migrating our old codebase to golang.
nondev,I'm trying to spend less time on social media.
dev,Which editor do you use for terminal?
dev,"Every time I fix one issue, two more appear in the logs."
nondev,I'm looking for a new hobby to try.
nondev,I get emotional when I listen to certain songs.
nondev,I bought some new clothes yesterday.
nondev,We went to the beach last weekend and it was amazing.
nondev,I get emotional when I listen to certain songs.
dev,How do you usually debug docker compose code?
nondev,The design patterns on this rug are really beautiful.
nondev,I enjoy listening to music while I clean the house.
dev,My build pipeline keeps failing and I have no idea why.
nondev,I'm trying to spend less time on social media.
nondev,I get so happy when I see my friends after a long time.
nondev,My friends and I are planning a movie night.
dev,Today I spent hours debugging a weird issue in react.
nondev,The database of my memories feels corrupted sometimes.
dev,I need to optimize this git loop.
dev,"I pushed my latest changes to GitHub, it's mostly nosql."
nondev,The weather today makes me want to stay in bed.
dev,Everyone keeps talking about debugging these days at the office.
nondev,I am obsessed with watching things related to movies.
dev,I'm scared to touch the old python code in this repo.
dev,This backend library made my life so much easier.
nondev,Nothing makes me happier than a quiet evening at home.
nondev,I often think about changing my daily routine.
